,text,chapter,x,y,sent_size
10055,"“Ay, ay, that is your Whiggish twist,” said Mr. Hawley, who had been in the habit of saying apologetically that Farebrother was such a damned pleasant good-hearted fellow you would mistake him for a Tory.",CHAPTER LXXI.,5.7743344,3.0462337,35
10056,Mr. Hawley rode home without thinking of Lydgate’s attendance on Raffles in any other light than as a piece of evidence on the side of Bulstrode.,CHAPTER LXXI.,4.893794,3.7294211,26
10057,"But the news that Lydgate had all at once become able not only to get rid of the execution in his house but to pay all his debts in Middlemarch was spreading fast, gathering round it conjectures and comments which gave it new body and impetus, and soon filling the ears of other persons besides Mr. Hawley, who were not slow to see a significant relation between this sudden command of money and Bulstrode’s desire to stifle the scandal of Raffles.",CHAPTER LXXI.,4.6282086,3.4944353,81
10058,"That the money came from Bulstrode would infallibly have been guessed even if there had been no direct evidence of it; for it had beforehand entered into the gossip about Lydgate’s affairs, that neither his father-in-law nor his own family would do anything for him, and direct evidence was furnished not only by a clerk at the Bank, but by innocent Mrs. Bulstrode herself, who mentioned the loan to Mrs. Plymdale, who mentioned it to her daughter-in-law of the house of Toller, who mentioned it generally.",CHAPTER LXXI.,4.5833306,3.34682,86
10059,"The business was felt to be so public and important that it required dinners to feed it, and many invitations were just then issued and accepted on the strength of this scandal concerning Bulstrode and Lydgate; wives, widows, and single ladies took their work and went out to tea oftener than usual; and all public conviviality, from the Green Dragon to Dollop’s, gathered a zest which could not be won from the question whether the Lords would throw out the Reform Bill.",CHAPTER LXXI.,4.441736,3.4534717,82
10060,For hardly anybody doubted that some scandalous reason or other was at the bottom of Bulstrode’s liberality to Lydgate.,CHAPTER LXXI.,4.5678306,3.3824182,19
10061,"Mr. Hawley indeed, in the first instance, invited a select party, including the two physicians, with Mr Toller and Mr. Wrench, expressly to hold a close discussion as to the probabilities of Raffles’s illness, reciting to them all the particulars which had been gathered from Mrs. Abel in connection with Lydgate’s certificate, that the death was due to delirium tremens; and the medical gentlemen, who all stood undisturbedly on the old paths in relation to this disease, declared that they could see nothing in these particulars which could be transformed into a positive ground of suspicion.",CHAPTER LXXI.,5.3383636,4.076599,96
10062,"But the moral grounds of suspicion remained: the strong motives Bulstrode clearly had for wishing to be rid of Raffles, and the fact that at this critical moment he had given Lydgate the help which he must for some time have known the need for; the disposition, moreover, to believe that Bulstrode would be unscrupulous, and the absence of any indisposition to believe that Lydgate might be as easily bribed as other haughty-minded men when they have found themselves in want of money.",CHAPTER LXXI.,4.610942,3.6985934,83
10063,"Even if the money had been given merely to make him hold his tongue about the scandal of Bulstrode’s earlier life, the fact threw an odious light on Lydgate, who had long been sneered at as making himself subservient to the banker for the sake of working himself into predominance, and discrediting the elder members of his profession.",CHAPTER LXXI.,4.63621,3.129157,58
10064,"Hence, in spite of the negative as to any direct sign of guilt in relation to the death at Stone Court, Mr. Hawley’s select party broke up with the sense that the affair had “an ugly look.”  But this vague conviction of indeterminable guilt, which was enough to keep up much head-shaking and biting innuendo even among substantial professional seniors, had for the general mind all the superior power of mystery over fact.",CHAPTER LXXI.,5.5004067,4.1626787,73
10065,"Everybody liked better to conjecture how the thing was, than simply to know it; for conjecture soon became more confident than knowledge, and had a more liberal allowance for the incompatible.",CHAPTER LXXI.,8.452452,2.3035405,31
10066,"Even the more definite scandal concerning Bulstrode’s earlier life was, for some minds, melted into the mass of mystery, as so much lively metal to be poured out in dialogue, and to take such fantastic shapes as heaven pleased.",CHAPTER LXXI.,3.97957,4.413441,39
10067,"This was the tone of thought chiefly sanctioned by Mrs. Dollop, the spirited landlady of the Tankard in Slaughter Lane, who had often to resist the shallow pragmatism of customers disposed to think that their reports from the outer world were of equal force with what had “come up” in her mind.",CHAPTER LXXI.,9.752599,1.5560031,52
10068,"How it had been brought to her she didn’t know, but it was there before her as if it had been “scored with the chalk on the chimney-board—” as Bulstrode should say, “his inside was that black as if the hairs of his head knowed the thoughts of his heart, he’d tear ’em up by the roots.”  “That’s odd,” said Mr. Limp, a meditative shoemaker, with weak eyes and a piping voice.",CHAPTER LXXI.,9.393885,1.2559422,72
10069,"“Why, I read in the ‘Trumpet’ that was what the Duke of Wellington said when he turned his coat and went over to the Romans.”  “Very like,” said Mrs. Dollop.",CHAPTER LXXI.,8.182661,1.08848,30
10070,"“If one raskill said it, it’s more reason why another should.",CHAPTER LXXI.,9.489701,4.67461,11
10071,"But hypocrite as he’s been, and holding things with that high hand, as there was no parson i’ the country good enough for him, he was forced to take Old Harry into his counsel, and Old Harry’s been too many for him.”  “Ay, ay, he’s a ’complice you can’t send out o’ the country,” said Mr. Crabbe, the glazier, who gathered much news and groped among it dimly.",CHAPTER LXXI.,6.3389077,3.5600514,68
10072,"“But by what I can make out, there’s them says Bulstrode was for running away, for fear o’ being found out, before now.”  “He’ll be drove away, whether or no,” said Mr. Dill, the barber, who had just dropped in.",CHAPTER LXXI.,4.1693897,4.5117784,40
10073,"“I shaved Fletcher, Hawley’s clerk, this morning—he’s got a bad finger—and he says they’re all of one mind to get rid of Bulstrode.",CHAPTER LXXI.,4.255164,4.430535,23
10074,"Mr. Thesiger is turned against him, and wants him out o’ the parish.",CHAPTER LXXI.,6.722214,4.085704,13
10075,And there’s gentlemen in this town says they’d as soon dine with a fellow from the hulks.,CHAPTER LXXI.,9.939795,5.4534984,17
10076,"‘And a deal sooner I would,’ says Fletcher; ‘for what’s more against one’s stomach than a man coming and making himself bad company with his religion, and giving out as the Ten Commandments are not enough for him, and all the while he’s worse than half the men at the tread-mill?’ Fletcher said so himself.”  “It’ll be a bad thing for the town though, if Bulstrode’s money goes out of it,” said Mr. Limp, quaveringly.",CHAPTER LXXI.,4.2100015,4.26178,75
10077,"“Ah, there’s better folks spend their money worse,” said a firm-voiced dyer, whose crimson hands looked out of keeping with his good-natured face.",CHAPTER LXXI.,6.998129,4.8355966,23
10078,"“But he won’t keep his money, by what I can make out,” said the glazier.",CHAPTER LXXI.,7.4704022,4.771834,15
10079,“Don’t they say as there’s somebody can strip it off him?,CHAPTER LXXI.,9.637813,4.838648,11
10080,"By what I can understan’, they could take every penny off him, if they went to lawing.”  “No such thing!” said the barber, who felt himself a little above his company at Dollop’s, but liked it none the worse.",CHAPTER LXXI.,11.443861,5.400509,39
10081,“Fletcher says it’s no such thing.,CHAPTER LXXI.,9.492432,5.204087,6
10082,"He says they might prove over and over again whose child this young Ladislaw was, and they’d do no more than if they proved I came out of the Fens—he couldn’t touch a penny.”  “Look you there now!” said Mrs. Dollop, indignantly.",CHAPTER LXXI.,5.965475,-0.034994744,42
10083,"“I thank the Lord he took my children to Himself, if that’s all the law can do for the motherless.",CHAPTER LXXI.,10.44078,3.671005,20
10084,"Then by that, it’s o’ no use who your father and mother is.",CHAPTER LXXI.,10.173749,3.8975544,13
10085,"But as to listening to what one lawyer says without asking another—I wonder at a man o’ your cleverness, Mr. Dill.",CHAPTER LXXI.,5.677828,-0.19578978,21
10086,"It’s well known there’s always two sides, if no more; else who’d go to law, I should like to know?",CHAPTER LXXI.,7.6063113,4.361186,20
10087,"It’s a poor tale, with all the law as there is up and down, if it’s no use proving whose child you are.",CHAPTER LXXI.,10.349946,3.708415,23
10088,"Fletcher may say that if he likes, but I say, don’t Fletcher me!”  Mr. Dill affected to laugh in a complimentary way at Mrs. Dollop, as a woman who was more than a match for the lawyers; being disposed to submit to much twitting from a landlady who had a long score against him.",CHAPTER LXXI.,11.083193,4.262301,54
10089,"“If they come to lawing, and it’s all true as folks say, there’s more to be looked to nor money,” said the glazier.",CHAPTER LXXI.,7.5551605,4.5936174,23
10090,"“There’s this poor creetur as is dead and gone; by what I can make out, he’d seen the day when he was a deal finer gentleman nor Bulstrode.”  “Finer gentleman!",CHAPTER LXXI.,4.5937715,4.187166,30
10091,"I’ll warrant him,” said Mrs. Dollop; “and a far personabler man, by what I can hear.",CHAPTER LXXI.,8.439621,-0.5501529,16
10092,"As I said when Mr. Baldwin, the tax-gatherer, comes in, a-standing where you sit, and says, ‘Bulstrode got all his money as he brought into this town by thieving and swindling,’—I said, ‘You don’t make me no wiser, Mr. Baldwin: it’s set my blood a-creeping to look at him ever sin’ here he came into Slaughter Lane a-wanting to buy the house over my head: folks don’t look the color o’ the dough-tub and stare at you as if they wanted to see into your backbone for nothingk.’ That was what I said, and Mr. Baldwin can bear me witness.”  “And in the rights of it too,” said Mr. Crabbe.",CHAPTER LXXI.,4.630549,4.2475333,110
10093,"“For by what I can make out, this Raffles, as they call him, was a lusty, fresh-colored man as you’d wish to see, and the best o’ company—though dead he lies in Lowick churchyard sure enough; and by what I can understan’, there’s them knows more than they should know about how he got there.”  “I’ll believe you!” said Mrs. Dollop, with a touch of scorn at Mr. Crabbe’s apparent dimness.",CHAPTER LXXI.,5.0858316,5.1877704,71
10094,"“When a man’s been ’ticed to a lone house, and there’s them can pay for hospitals and nurses for half the country-side choose to be sitters-up night and day, and nobody to come near but a doctor as is known to stick at nothingk, and as poor as he can hang together, and after that so flush o’ money as he can pay off Mr. Byles the butcher as his bill has been running on for the best o’ joints since last Michaelmas was a twelvemonth—I don’t want anybody to come and tell me as there’s been more going on nor the Prayer-book’s got a service for—I don’t want to stand winking and blinking and thinking.”  Mrs. Dollop looked round with the air of a landlady accustomed to dominate her company.",CHAPTER LXXI.,10.131497,4.7005053,131
